date,username,content,retweets,likes
2015-04-11 12:17:08+00:00,ImranKhanPTI,"4/4 Now by going back to Parliament, PTI  ensured no secret deals or commitments were made on behalf of our people &amp; its elected reps.",580,946
2015-04-11 12:14:45+00:00,ImranKhanPTI,"3/4 we have suffered over 50,000 dead; over $1 billion loss to the country’s economy and a polarised polity battling resurgent terrorism.",599,900
2015-04-11 12:13:35+00:00,ImranKhanPTI,2/4 As it would be going into quicksand to fight someone else's war but underhand deals were made and the fallout is still being felt in Pak,566,850
2015-04-11 12:12:48+00:00,ImranKhanPTI,"In 2004, I stated in Parliament Pak should stay out of US War on Terror &amp; not send forces to Waziristan 1/4",649,1023
2015-04-10 05:54:29+00:00,ImranKhanPTI,"Saddened by the death of Richie Benaud, one of the greatest cricketing brains.",1293,2234
2015-04-09 05:25:54+00:00,ImranKhanPTI,Education for all. Enrolling every child in school is our priority #GharAyaUstaad enrollment campaign launched by KPESE 8th-30th April 2015,1083,1842
2015-04-06 16:47:11+00:00,ImranKhanPTI,Today the status quo in Parliament ganged up against us in the joint session which is already helping us in uniting &amp; expanding our party.,1730,2760
2015-04-04 22:14:23+00:00,CMShehbaz,I wish the Christians at home and abroad a very happy and peaceful Easter,67,224
2015-04-04 21:17:00+00:00,ImranKhanPTI,"Wishing all our Christian community a happy, safe and peaceful Easter.",845,1746
2015-04-04 06:19:27+00:00,ImranKhanPTI,3/3 PTI has got a team of lawyers ready in London to press charges against Altaf if any PTI member is harmed during NA 246 election campaign,1090,1732
2015-04-04 06:17:50+00:00,ImranKhanPTI,2/3 I cannot forget what I was told by a murdered MQM leader's family in 2007. Those who murdered him were mourning at his funeral.,1007,1447
2015-04-04 06:13:52+00:00,ImranKhanPTI,People of Karachi are accustomed to Adolf Altaf's tactics. First terrorise the hapless citizens of the city and then play the victim. 1/3,1082,1516
2015-04-03 21:32:53+00:00,ImranKhanPTI,"2/2 MQM's ""democratic"" credentials stand exposed. We will take up Altaf Hussain's fascist tactics and violence with the British govt also.",1043,1598
2015-04-03 21:30:45+00:00,ImranKhanPTI,Altaf Hussain proving MQM can only win by using Hitler's Nazi party fascist tactics. MQM goons have made us more determined than ever. 1/2,1105,1581
2015-04-03 16:57:59+00:00,CMShehbaz,"Everyone is equal before the law! Under my watch, justice will not only be done, it will also be seen to be done",100,257
2015-04-01 16:18:56+00:00,ImranKhanPTI,"When we come to power, InshaAllah, we will not only reinstate Nekokara, but also honour him.",1071,1973
2015-04-01 16:17:57+00:00,ImranKhanPTI,No wonder each time NS or AZ come to power the people get poorer while they get richer.,879,1438
2015-04-01 16:16:19+00:00,ImranKhanPTI,"3/3 But those doing NS's dirty work from rigging to extra judicial killings, money laundering, loan write offs  etc. are richly rewarded.",650,1110
2015-04-01 16:13:23+00:00,ImranKhanPTI,"2/3 Pakistan is in its current predicament because honest, competent officers are sidelined or forced to leave.",632,1092
2015-04-01 16:10:20+00:00,ImranKhanPTI,SSP Nekokara was sacked today for not having followed NS's illegal orders to terrorise the peaceful PTI protest at D Chowk. 1/3,736,1157
2015-04-01 06:26:27+00:00,ImranKhanPTI,Overnight raise in fuel prices by PMLN govt is condemnable &amp; sheer extortion.,929,1542
2015-03-31 16:27:25+00:00,ImranKhanPTI,Today we saw democracy Altaf Hussain style in Karachi: No different from the tactics of the Nazi party.,1430,2183
2015-03-31 16:13:31+00:00,ImranKhanPTI,"2/2 We will not be cowed down by such scare tactics &amp; we will liberate Karachi's citizens from the terror of MQM, InshaAllah.",1406,2152
2015-03-31 16:12:14+00:00,ImranKhanPTI,Altaf Hussain is scared of losing hence has begun terrorising the electorate. I condemn the fascist tactics of Altaf Hussain &amp; his goons.1/2,1234,1852
2015-03-31 08:16:35+00:00,CMShehbaz,@AamerSarfraz FO should look into it!,2,22
2015-03-31 05:43:31+00:00,ImranKhanPTI,3/3 Why don't members of PMLN &amp; PPP ask their leaders about their billions stashed abroad?,766,1295
2015-03-31 05:41:43+00:00,ImranKhanPTI,"2/3  that is, if u don't have any ideology then you can join any conflict as long your billions stashed abroad are safe",701,1096
2015-03-30 09:45:50+00:00,CMShehbaz,"In line with NationalActionPlan, V R also planning a de-radicalisation programme with help from the experts who led Swat de-radicalisation",54,160
2015-03-30 09:31:41+00:00,CMShehbaz,@NSlastHope4Pak Thank you,2,14
2015-03-29 17:24:44+00:00,ImranKhanPTI,"Want to congratulate all Pakistanis. Today PTI exposed Muk Muka Charter in guise of democracy in AJK. Took 2 wickets, PMLN/PPP, with 1 ball.",1202,2090
2015-03-29 06:48:28+00:00,ImranKhanPTI,"Hoping NZ win for Martin Crowe. He was the most innovative &amp; bold captain in the ""92 WC. Sending him all my prayers as he  fights his cancer",1674,2764
2015-03-28 16:53:51+00:00,ImranKhanPTI,2/2 By 2017 all districts' land records will be computerised in KP. Today was Mardan; next will be Peshawar.,724,1257
2015-03-28 16:52:04+00:00,ImranKhanPTI,Congratulations to KP govt for taking first step to eliminate patwari culture &amp; qabza mafias today by computerising land record of Mardan1/2,821,1442
2015-03-28 08:37:04+00:00,ImranKhanPTI,I urge voters of Mirpur to turn out in record numbers to defeat the status quo tomorrow.,780,1312
2015-03-28 08:35:50+00:00,ImranKhanPTI,The only ideology AZ &amp; NS have is to protect their billions stashed abroad. The status quo petrified of PTI; always gangs up when threatened,631,1018
2015-03-28 08:34:23+00:00,ImranKhanPTI,Muk Muka in name of Charter of Democracy. NS makes PMLN candidate withdraw in favour of AZ's PPP candidate in Mirpur bye election tomorrow.,693,1053
2015-03-27 10:11:12+00:00,ImranKhanPTI,Nawaz Sharif clearly is more worried about protecting his business interests than the interests of 180m Pakistanis.,1134,1770
2015-03-27 06:16:14+00:00,ImranKhanPTI,3/3 We already have a huge sectarian issue in Pakistan and our country has suffered enough in the last 10 yrs.,1167,1503
2015-03-27 06:15:03+00:00,ImranKhanPTI,2/3 Pakistan should be playing a lead role in negotiating/helping in peace talks rather than becoming a participant in the war.,1318,1655
2015-03-27 06:13:55+00:00,ImranKhanPTI,On going in for US-Saudi alliance to fight in Yemen: Has Pakistan not suffered enough by participating in others' wars? 1/3,1411,1709
2015-03-26 17:23:32+00:00,ImranKhanPTI,"There is consensus on Tasnim Noorani, who has credibility within the Party,as CEC, esp after the excellent work he did in the Noorani Report",456,967
2015-03-26 13:40:59+00:00,ImranKhanPTI,Met Noorani &amp; discussed future course of action. He will work independently &amp; all Party resources at his disposal for free &amp; fair election.,535,1049
2015-03-25 16:32:10+00:00,ImranKhanPTI,"4/4 India would hope to bat first, post a 250+ total &amp; then apply pressure esp through their spinners. Should be a great semi final tomorrow",604,1103
2015-03-25 16:30:30+00:00,ImranKhanPTI,3/4 Tomorrow's semis: The SCG is the pitch where India has its best chance to beat Australia as it helps spinners.,563,989
2015-03-25 16:28:31+00:00,ImranKhanPTI,2/4 NZ won the battle of nerves against SA. They are my favourites to win the final as they ooze self belief.,670,1221
2015-03-25 16:27:05+00:00,ImranKhanPTI,This is the first WC where the 4 best teams have reached semis.NZs run to win v SA was one of the best run chases under pressure. 1/4,610,1157
2015-03-23 10:39:47+00:00,ImranKhanPTI,Saddened to learn of Lee Kuan Yew's death. His model of economic development &amp; governance has many lessons for us.,708,1435
2015-03-23 04:28:11+00:00,ImranKhanPTI,Pakistan Day: We must reaffirm our resolve to build Naya Pakistan in the vision Quaid-i-Azam Mohammed Ali Jinnah &amp; Allama Iqbal.,1517,2523
2015-03-20 20:40:45+00:00,ImranKhanPTI,We will ensure that all evidence of rigging is brought before the JC so that the perpetrators of rigging are exposed and punished.,717,1318
2015-03-20 20:37:38+00:00,ImranKhanPTI,4/4 Creation of JC is victory for nation &amp; for democracy-a step towards ending pol mafias who rob the people's mandate thru electoral fraud,553,977
2015-03-20 20:33:28+00:00,ImranKhanPTI,"3/4 First time in history of Pak that electoral rigging will be probed, although all elections after 1970 were seen as rigged by the people",542,956
2015-03-20 20:31:17+00:00,ImranKhanPTI,2/4 This success is reflected in the creation of the Judicial Commission which will probe rigging in the 2013 General Elections.,509,886
2015-03-20 20:30:53+00:00,ImranKhanPTI,I want to thank the thousands of people who made the PTI's 126-days dharna a success through their unwavering commitment for Insaf. 1/4,646,1194
2015-03-20 15:27:11+00:00,CMShehbaz,@mosharrafzaidi You are not alone - people around me are feeling the same :(,1,32
2015-03-20 15:19:13+00:00,CMShehbaz,"Feeling sad - more so for the manner in which we lost. Moving forward, we need to make significant and meaningful changes!",79,231
2015-03-19 17:19:27+00:00,ImranKhanPTI,2/2 There is only one way for Pakistan to play and that is to attack.,1585,2295
2015-03-19 17:18:29+00:00,ImranKhanPTI,"Pakistan must play Yunus at No 3 &amp; despite lack of match practice, Yaser. They must play like cornered tigers, back to the wall. 1/2",1621,2199
2015-03-19 12:13:02+00:00,ImranKhanPTI,No wonder Punjab police is in shambles. People have lost all faith in it as it has been destroyed by N filling it with Gulus.,697,1238
2015-03-19 12:10:03+00:00,ImranKhanPTI,Shocking to find professional honest police officers like Nekokara being penalised by PMLN for following rules. N only wants Gulus.,726,1161
2015-03-17 12:47:36+00:00,ImranKhanPTI,Despite protest from Senate &amp; Bar Associations PMLN Govt continues to give ex-CJ Chaudhry special perks at taxpayer expense against rules.,836,1366
2015-03-17 12:39:57+00:00,ImranKhanPTI,Sindh Govt has failed people of Sindh.4 more infants died in Thar yesterday. CM Sindh continues to show total lack of concern on Thar crisis,821,1331
2015-03-15 07:44:09+00:00,ImranKhanPTI,Strongly condemn terror blasts outside church in Lahore. Shameful how no govt protection was provided for the church.,1137,1694
2015-03-13 15:33:46+00:00,ImranKhanPTI,All armed militias &amp; militant wings of political parties must be disarmed. No armed militias can be allowed if we want peace &amp; development.,949,1656
2015-03-13 15:31:31+00:00,ImranKhanPTI,The literate members &amp; supporters of MQM need to be liberated from Altaf Hussain &amp; his militant wing.,1437,2048
2015-03-13 13:25:32+00:00,ImranKhanPTI,Saddened to learn of the death of poetess Ada Jafri yesterday. Her contribution to Urdu poetry was tremendous.,500,1133
2015-03-10 11:18:05+00:00,ImranKhanPTI,KP govt takes action against timber mafia; Punjab's dy speaker PMLN's Sher Ali Gurchani occupies forest land in DGKhan #DiffNaya&amp;OldPak,680,1191
2015-03-10 11:15:34+00:00,ImranKhanPTI,KP govt allocates Rs15b to plant 1b trees Tsunami; Punjab govt spends this amount to cut valuable trees to build flyover #DiffNaya&amp;OldPak,727,1062
2015-03-10 11:08:37+00:00,ImranKhanPTI,PTI KP govt protects rare species of Pak while PMLN govt gives licenses to hunt &amp; capture the same against all laws. #DiffNaya&amp;Old Pak,654,1036
2015-03-10 08:22:47+00:00,ImranKhanPTI,"A Qatari prince is fined Rs 80,000 by KP Min of Environment on being caught with 3 falcons in D I Khan. Diff between Naya Pak &amp; Old Pak.",2428,3155
2015-03-08 05:05:33+00:00,ImranKhanPTI,Women are the vanguard of change &amp; development. PTI committed to empowering women in the work place &amp; the home. Our dharna empowered women.,1094,2018
2015-03-06 05:31:20+00:00,ImranKhanPTI,The midnight Presidential Ord altering FATA Senate voting hours before election was to begin a familiar tactic of Sharifs to stop fair play,689,1186
2015-03-06 05:29:18+00:00,ImranKhanPTI,PM Sharif's lack of seriousness about Senate elections reflected in his sudden visit to KSA on eve of elections after being summoned by King,632,1048
2015-03-06 05:23:51+00:00,ImranKhanPTI,PTI the first Party to raise the issue denounce vote buying &amp; horse trading that had become acceptable norms in Senate elections.,781,1278
2015-03-06 05:21:16+00:00,ImranKhanPTI,PTI demands that there must be direct elections to the Senate to rid us of the plague of massive vote purchasing &amp; horse-trading.,687,1059
2015-03-06 05:19:42+00:00,ImranKhanPTI,PTI has shown that if leadership is not corrupt &amp; stands on principles then members of the Party will also adhere to the same.,914,1413
2015-03-06 05:16:37+00:00,ImranKhanPTI,Congratulations to all our successful candidates from KP. PTI only Party that gave tickets on merit &amp; to people belonging to KP province.,742,1146
2015-03-06 05:15:02+00:00,ImranKhanPTI,Congratulations to our KP MPAs for resisting lures of money &amp; voting in Senate elections on democratic principles &amp; Party discipline.,752,1190
2015-03-05 12:14:10+00:00,ImranKhanPTI,Greetings to our Hindu community on their festival of Holi.,753,1460
2015-02-27 08:48:59+00:00,ImranKhanPTI,"Shocked at tragic death of Sadiq fakir, great Sindhi artist from Thar, who sung Bhittai-Ayaz. A great loss. Condolences to family.",629,1353
2015-02-27 05:17:28+00:00,ImranKhanPTI,Congratulations to the Afghanistan Cricket Team for their first ever World Cup win. Well played.,739,1781
2015-02-26 19:15:15+00:00,ImranKhanPTI,"2/2 "" ... but it has ... an individuality of its own. Nothing can be done without the goodwill and consent of the people of Kashmir.”",545,1002
2015-02-26 19:14:08+00:00,ImranKhanPTI,"As late as 1955 Nehru maintained ""We should also remember that Kashmir is not a thing to be bandied between India &amp; Pakistan... 1/2",544,892
2015-02-26 19:09:04+00:00,ImranKhanPTI,"2/2 ""People seem to forget Kashmir is not a commodity for sale or to be bartered. ... its people must be final arbiters of their future.”",584,925
2015-02-26 19:06:28+00:00,ImranKhanPTI,"Nehru in report to All Indian Congress Comm 6th July, 1951:“Kashmir has been wrongly looked upon as a prize for India or Pakistan 1/2",567,873
2015-02-26 19:00:05+00:00,ImranKhanPTI,"2/2 ""That pledge we have given not only to the people of Kashmir and to the world. We will not and cannot back out of it.”",577,842
2015-02-23 22:34:22+00:00,CMShehbaz,@HumairaBadar Thank you,4,36
2015-02-23 22:33:25+00:00,CMShehbaz,@FawadKhalid Thanks,3,24
2015-02-20 09:11:47+00:00,CMShehbaz,@Sadaqat595 Please complain to the DCO/CCPO - they would deal with it. Thanks for bringing this to my attention,0,11
2015-02-20 09:10:21+00:00,CMShehbaz,"@RadaQureshi Madam, Police is dealing with it. I am monitoring",0,13
2015-02-20 05:13:34+00:00,ImranKhanPTI,PTI is committed to ensuring that all citizens declare their assets within Pak &amp; abroad; &amp; to bringing back looted national wealth.,681,1250
2015-02-20 05:09:52+00:00,ImranKhanPTI,"Revelations have been made of Pak elite's funds parked in Dubai real estate &amp; Swiss banks, while the poor are burdened with indirect taxes.",548,940
2015-02-20 05:05:25+00:00,ImranKhanPTI,All evidence shows that the ill-gotten wealth accumulated by Pak elite is being sent abroad to avoid taxes &amp; hide their wealth.,550,904
2015-02-20 05:01:42+00:00,ImranKhanPTI,"I have consistently demanded that all Pakistanis, esp leaders, should be made to declare all assets abroad as well as tax details.",603,1045
2015-02-19 11:58:16+00:00,ImranKhanPTI,"""The most precious things in life are not those you get for money"" - Albert Einstein",1074,1650
2015-02-19 10:05:14+00:00,ImranKhanPTI,We condemn illegal blowing up of Pak boat in international waters by Indian Coastguards. This action is in violation of international law.,1020,1551
2015-02-17 18:59:18+00:00,CMShehbaz,So sad for the loss of lives &amp; injured in Lahore. Our pursuit of those behind such cowardly attacks continues with your support!!,72,197
2015-02-16 09:45:20+00:00,ImranKhanPTI,Peace cannot be kept by force; it can only be achieved by understanding - Albert Einstein,1357,2193
2015-02-15 16:11:02+00:00,ImranKhanPTI,"2/2  Irfan, Wahab, Yasir &amp; Sohail can defend if batsmen give a decent target. But Younus is a must for future matches.",1077,1964
2015-02-15 16:09:15+00:00,ImranKhanPTI,I saw some good talent on display today but there is a need for a better strategy. 1/2,1016,1889
2015-02-15 16:06:56+00:00,ImranKhanPTI,"Pakistanis shouldn't get depressed over today's loss to India. If performance is accurately analysed, the defeat can be blessing in disguise",1989,2931
2015-02-15 08:08:08+00:00,ImranKhanPTI,We will fight to the last ball to expose the May 2013 general election fraud.,959,1835
2015-02-15 08:06:52+00:00,ImranKhanPTI,Nawaz can only play with his own umpires &amp; with fixed matches. Hence the biggest national electoral fraud in May 2013 general elections.,724,1344
2015-02-15 08:04:44+00:00,ImranKhanPTI,In another attempt at pre-poll rigging PMLN appoints federal minister as Governor Gilgit Baltistan.,576,1071
2015-02-13 09:46:31+00:00,ImranKhanPTI,Strongly condemn terror attack in Hayatabad Peshawar targeting mosque during Juma prayers. Tried to go to site but stopped due to ongoing op,1386,2012
2015-02-12 06:18:53+00:00,ImranKhanPTI,"Shocking &amp; condemnable hate killing of 3 Muslim students in Chapel Hill N.Carolina,USA. Growing anti-Islam trend in US &amp; Europe disturbing.",1394,1756
2015-02-10 20:30:19+00:00,CMShehbaz,"@daniparej0 Messi, always",48,48
2015-02-10 20:23:36+00:00,CMShehbaz,This is a good match - end to end stuff. Liv ahead but only just...,39,113
2015-02-10 13:18:18+00:00,ImranKhanPTI,"Deeply saddened over demise of Sakhi Pir Qabool Shah, Gaddi Nasheen of sub continent's great Sufi poet Sachal Sarmast.",613,1450
2015-02-07 13:04:25+00:00,CMShehbaz,@TheDocKhan Footie fan - like Ozil,9,16
2015-02-07 13:03:13+00:00,CMShehbaz,@amokhan111 Keeping an eye on the score only :(,2,9
2015-02-07 05:16:38+00:00,ImranKhanPTI,JIT Report: Shocking to see such inhuman callousness by extortionist mafia which set fire to Baldia Town factory killing over 258 workers.,1082,1557
2015-02-06 10:31:30+00:00,ImranKhanPTI,Entire KP forest dept hierarchy has been suspended; Was in league with timber mafia in plunder. Arrest warrants also issued.,1196,1903
2015-02-06 10:26:43+00:00,ImranKhanPTI,Rs 100 billion worth of trees have been cut illegally in KP  in past 10years. I have declared war against the timber mafia.,970,1620
2015-02-06 04:22:28+00:00,ImranKhanPTI,Environment protection is a PTI commitment and we are acting on it by moving against the timber mafia &amp; implementing a Green policy for KP.,765,1282
2015-02-06 04:20:28+00:00,ImranKhanPTI,"Anyone, including any politician, whatever his party affiliation, will be nabbed if found backing timber mafia. PTI acts on its commitments.",780,1302
2015-02-06 04:17:03+00:00,ImranKhanPTI,First time so many senior officials in KP Forest Dept have been arrested by  the govt. PTI will go for all those linked to timber mafia.,816,1332
2015-02-06 04:14:51+00:00,ImranKhanPTI,Timber mafia has devastated KP by cutting down trees worth over Rs 100 billion. First a KP govt has acted against this mafia &amp; its abettors.,631,1037
2015-02-06 04:13:13+00:00,ImranKhanPTI,PTI is determined to save environment &amp; take on timber mafia in KP. Going to Mansehra today to support KP govt's move against timber mafia.,616,1031
2015-02-04 07:01:20+00:00,ImranKhanPTI,Sunday night #SKMTH Telethon at 10pm to collect the last Rs 30 crores to reach the billion target needed to open SKMTH Peshawar this year.,1188,1666
2015-02-04 06:54:57+00:00,ImranKhanPTI,World Cancer Day: creating an awareness about cancer &amp; showing the cure is not beyond us. #SKMTH committed to this goal with your support.,870,1483
2015-02-02 09:16:38+00:00,ImranKhanPTI,Secret balloting for Senate elections is an insult to Parliament &amp; undermines Party-based democracy.,1445,2491
2015-02-02 09:16:26+00:00,ImranKhanPTI,Our struggle is also for an independent ECP. All Parties have said that rigging took place in Sindh. Punjab &amp; Balochistan.,600,1096
2015-02-02 09:15:43+00:00,ImranKhanPTI,"If all doors to getting justice are closed to us, we will come out on the streets again. We will not give up our struggle for justice.",969,1480
2015-02-02 09:15:10+00:00,ImranKhanPTI,If we have elections like the 2013 election then there can be no change for the better in Pakistan.,641,1125
2015-02-02 09:14:31+00:00,ImranKhanPTI,"2/2 Of these, 50 polling stations' Forms XIV &amp; XV fake;20 polling stations' Form XVs signed by same person, proving results were tampered.",461,819
2015-02-02 09:10:10+00:00,ImranKhanPTI,"In NA 122, in 19 polling stations no record found of Form XV in ROs record or polling bags.",480,873
2015-02-02 09:08:42+00:00,ImranKhanPTI,PMLN is so incompetent they cant even do rigging efficiently! NA 122 verdict is about to come &amp; it will expose the truth before the nation.,642,999
2015-02-02 09:06:16+00:00,ImranKhanPTI,I asked the CEC to set up 2 task forces: One for electronic voting &amp; other for working out how Overseas Pakistanis would be able to vote.,543,955
2015-02-02 09:05:06+00:00,ImranKhanPTI,"2/2 Therefore, now proceedings should be held on a daily basis.",398,774
2015-02-02 09:04:37+00:00,ImranKhanPTI,Pointed out to CEC that Electiion Tribunals had failed to decide cases in legally stipulated 4 month period 1/2,422,786
2015-02-02 09:03:09+00:00,ImranKhanPTI,I told the CEC that the next election should be through biometric system.,527,910
2015-02-02 09:02:32+00:00,ImranKhanPTI,In my mtg with CEC today I demanded operationalisation of voting rights for Overseas Pakistanis as per SC decision on PTI petition.,568,1056
2015-02-01 10:23:36+00:00,ImranKhanPTI,"During all his 3 tenures as PM, NS's policies have widened the gulf between the haves and the have-nots.",842,1406
2015-02-01 10:22:15+00:00,ImranKhanPTI,Sharifs always burden the poor with indirect taxes to subsidise the rich. 5% GST raise on petroleum products reflects this anti-poor policy.,984,1451
2015-01-31 18:55:54+00:00,CMShehbaz,"@0ssaid Wrong team, my boy. Know your football :(",17,26
2015-01-31 18:51:26+00:00,CMShehbaz,@Assadk Clever idea - inside job :) Let us see,2,5
2015-01-30 12:29:53+00:00,ImranKhanPTI,Condemn shameful suicide attack in Shikarpur Imambargah. Govt was given full support to act against all terrorist gps but govt has failed.,1171,1874
2015-01-29 10:05:47+00:00,ImranKhanPTI,Governor Sarwar resigned today &amp; pointed to the sad fact that Pakistan is a country where benefits are only for the elite.,1771,2714
2015-01-28 06:17:57+00:00,ImranKhanPTI,I want to thank all our donors helping us reach our goal of opening SKMTH Peshawar in 2015. Please keep up the good work #DonateToBuildSKMTH,1240,2274
2015-01-26 22:40:21+00:00,CMShehbaz,":) RT @philo_quotes ""If thy brother wrongs thee, remember not so much his wrong-doing, but more than ever that he is thy brother""",33,103
2015-01-24 15:01:18+00:00,ImranKhanPTI,All the Pakistanis I met in KSA are desperate for Naya Pakistan so that they can return home. InshaAllah we will achieve Naya Pakistan.,1586,3092
2015-01-18 04:46:08+00:00,ImranKhanPTI,Pakistanis are one of the most generous people on earth.,2372,4407
2015-01-18 04:45:20+00:00,ImranKhanPTI,Rs 65 crores raised for SKMTH Peshawar. 25 yrs ago it took 18 months to raise Rs 1 crore for Lahore SKMTH which cost Rs 70 crore to build,1752,2921
2015-01-17 20:32:03+00:00,ImranKhanPTI,I want to thank all our donors who contributed during the telethon for SKMTH Peshawar. Pakistanis once again showed their amazing generosity,1844,3402
2015-01-16 06:17:33+00:00,ImranKhanPTI,"3/3 I salute the children of APS whose courage was so visible when I visited the school, &amp; the parents who have shown a quiet fortitude.",908,1835
2015-01-16 06:13:26+00:00,ImranKhanPTI,2/3 Our prayers are with the brave parents &amp; we must not waiver in our commitment to fight terrorism to secure the lives of our children.,834,1569
2015-01-16 06:09:03+00:00,ImranKhanPTI,Today marks 1 mth of the APS tragedy &amp; the horror of that day when our innocent children were martyred remains fresh in our minds. 1/3,906,1608
2015-01-13 13:26:31+00:00,ImranKhanPTI,I want to appeal to our donors in UK to help complete SKMTH Peshawar this year. Text SKMT60 £2 to 70070 #DonateToBuildSKMTH,1619,2302
2015-01-12 16:31:19+00:00,ImranKhanPTI,Received donations of Rs3 crore for SKMT Peshawar today. We are getting closer to our target &amp; InshaAllah will open SKMTH Peshawar this year,1535,2808
2015-01-12 14:20:48+00:00,ImranKhanPTI,The urgency of having an empowered JC has become even greater. PTI will not move back from its fight for justice against electoral rigging.,971,1742
2015-01-12 14:19:19+00:00,ImranKhanPTI,I have demanded resignation of Speaker Ayaz Sadiq in the light of Commission Report as he has lost all moral authority to preside over NA.,1034,1705
2015-01-12 14:17:11+00:00,ImranKhanPTI,5/5 There were 28 unsealed ballot bags. All this data is now part of the record of the NA 122 Elec Tribunal.,625,1123
2015-01-12 14:15:44+00:00,ImranKhanPTI,4/5 69 Form XIV were missing. In 20 poll stations (PS) serial number not properly mentioned in Form XV &amp; 218 PSs had discrepancy in Form XV,604,1018
2015-01-12 14:09:43+00:00,ImranKhanPTI,3/5 1395 ballot papers without signature &amp; stamp of PO; 1476 extra rejected votes included in count. Total missing Form XV were 59;,646,1062
2015-01-12 14:06:08+00:00,ImranKhanPTI,2/5 Report found 34376 total bogus votes out of which 30118 had counterfoils without PO signature &amp; stamp; 1396 had counterfoils missing;,667,1074
2015-01-12 14:02:26+00:00,ImranKhanPTI,"Today after getting the Commission Report sent to Elec Tribunal for NA 122, our allegations of large scale rigging have proven correct. 1/5",724,1238
2015-01-12 13:48:26+00:00,ImranKhanPTI,Met with donor family for SKMTH Peshawar who gave Rs 10m. We are moving fast towards our target thanks to our people's generosity.,830,1648
2015-01-12 11:23:06+00:00,CMShehbaz,@mshabaz @pmln_org Thank you,5,19
2015-01-12 06:15:54+00:00,ImranKhanPTI,"2/2 as COAS was going today for what we were told was a ""soft"" opening of the APS. But we will be there with our brave children this week.",1113,1839
2015-01-12 06:11:48+00:00,ImranKhanPTI,"Planned to be with our brave children who returned to APS today along with Reham &amp; CM KP, but we were advised to postpone visit 1/2",1331,2337
2015-01-10 00:00:18+00:00,CMShehbaz,@am_chaudhry90 I have of this article!,2,9
2015-01-09 19:46:11+00:00,CMShehbaz,Pindi imambargah incident- V are on it. Our prayers/support is with victims/survivers.No stone will be left unturned to find the masterminds,67,193
2015-01-09 19:41:12+00:00,ImranKhanPTI,Condemnable sectarian terror in Pindi Imambargah. Have yet to see national resolve on anti-terror translate into resolute &amp; holistic action.,1247,2304
2015-01-09 19:31:08+00:00,CMShehbaz,":) RT @philo_quotes
""With people of limited ability modesty is merely honesty. » Schopenhauer",24,125
2015-01-08 20:03:29+00:00,ImranKhanPTI,I want to thank everyone for their good wishes on my marriage &amp; would ask those wanting to send a gift to donate to SKMTH Peshawar instead.,3879,7030
2015-01-02 05:03:47+00:00,ImranKhanPTI,You helped build the 1st SKMCH. We need your help to raise Rs 1.5 bn to complete construction work &amp; equip the SKMCH in Peshawar by 2015,2026,3257
2015-01-01 22:32:19+00:00,CMShehbaz,@RottenTomatoes Game of Thrones and House of Cards,24,21
2015-01-01 07:03:16+00:00,ImranKhanPTI,We have to meet the challenge of opening the SKMTH in Peshawar this year.,1349,2720
2015-01-01 03:24:03+00:00,CMShehbaz,@Razarumi And you need to come back sir...too cold over there,6,19
2015-01-01 03:18:53+00:00,CMShehbaz,@LifeofSigh @bilalaslem @miss3zero1 I think they have a CM there :),3,11
2015-01-01 03:13:28+00:00,CMShehbaz,@usmanazeem2 Thank you,0,3
2015-01-01 03:12:49+00:00,CMShehbaz,Happy New Year to you all,79,421
2014-12-31 18:07:09+00:00,ImranKhanPTI,"The New Year, 2015, will inshaAllah be the year of Naya Pakistan.",2536,4622
2014-12-31 14:20:45+00:00,ImranKhanPTI,2/2 If PMLN accepts PTI's formulation on Judicial Commission and PMLN has not indulged in rigging then it has nothing to fear.,885,1677
2014-12-31 14:17:18+00:00,ImranKhanPTI,"If PTI accepts PMLN's formulation on Judicial Commission, even if rigging is established there will be no provision for it to be exposed.1/2",915,1590
2014-12-31 12:17:42+00:00,ImranKhanPTI,The reports of my marriage are greatly exaggerated!,3797,4988
2014-12-31 05:27:00+00:00,ImranKhanPTI,Peshawar SKMTH donations can be sent to: Bank Alfalah Township Lahore Branch. A/C title:Shaukat Khanum Memorial Trust A/C # 0039-1002883625,1298,1736
2014-12-30 05:21:26+00:00,ImranKhanPTI,"""Security is mostly a superstition. It does not exist in nature ... Life is either a daring adventure or nothing"" -  Helen Keller",1470,2294
2014-12-30 03:28:53+00:00,ImranKhanPTI,Tragic loss of lives in Timber Market &amp; Anarkali fires. Callousness of govts in enforcing safety laws leads repeatedly to these tragedies,767,1470
2014-12-29 15:15:04+00:00,ImranKhanPTI,SKMTH needs to raise Rs1.5 billion in a mth so work on Peshawar SKMTH does not come to a halt.SKMTH Collection accts are in most local banks,1635,1973
2014-12-25 09:17:28+00:00,ImranKhanPTI,"Quaid was known for his integrity, selflessness and determination. These are the 3 most important qualities for Pakistan's future leaders.",2161,3290
2014-12-25 06:12:48+00:00,ImranKhanPTI,Today on our founder Quaid-i-Azam's birthday we must resolve to build a peaceful &amp; prosperous Pak based on Justice for all our citizens.,2146,3625
2014-12-25 03:16:25+00:00,ImranKhanPTI,Christmas greetings to our Christian community.,937,2147
